
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Yeni
execution_warning_two                   Due to your past failures to follow correct procedure, one more breach of protocol in this manner will result in you being fired from your position.

execution_error_MissingEquipment        ERROR: MISSING EQUIPMENT\nYou need an execution room with an electric chair.
execution_error_ElectricalSupply        ERROR: POWER FAILURE\nThere is insufficient electrical power to the chair.
execution_error_NavigationPrisoner      ERROR: PRISONER NAVIGATION\nThe condemned inmate cannot walk from his cell to the execution room.
execution_error_NoRouteFromRoad         ERROR: NO ACCESS\nPeople attending the execution from the outside cannot reach their destination.
execution_error_NoSpaceInRoom           ERROR: NO SPACE\nThere is not enough empty space in the execution room for the people attending.
execution_error_NoRoom                  You need an Execution Room before you can begin an Execution

roomerror_deathrow_sharedcell           Death Row Prisoners require individual cells, and cannot be assigned to shared housing
roomerror_nonursery                     There are no nurseries accessible by this cell. Family Cells require a nursery for the prisoners to eat in
roomerror_laundryoverloaded             Laundry Baskets are unable to be unloaded. The Laundry may be too small to meet the demand.
roomerror_nodeliveryarealinked			There is no Delivery area linked to this, in Logistics.
# =============================================================================
# Misc
# =============================================================================

box_contents                             Contents: *X
stack_contents                           Contents: *X x *Y
mail_contents                            Contents: *X Letters
mail_opened_from                         Letter from *X's *F
mail_closed_from                         Letter to *X

object_dump                             Çöp
object_todo                             Yapılacaklar: *X
object_sale_price                       Satış Ücreti: *X

object_door_cyclepermissions            Tıkla ve yetkiler arasında geçiş yap
object_door_cyclepermissions_1          (Açık, Yalnızca Personel, Kapalı)

object_firemen_hosehelp_move            Sağ Fare Tuşuna tıklayarak İtfaiyecilerini oraya yönlendir
object_firemen_hosehelp_intro           İtfaiyeciler hortumlarını yakındaki yangına yönlendirecekler
object_firemen_hosehelp                 H Tuşuna Basarak hortumları manuel Yönlendir

interface_clone_help_copy               Sağ Fare Tuşuna basılı tutup sürükleyerek seçili alanı klonla
interface_clone_help_paste              Sol Fare Tuşuna basarak seçili alanı kopyala

object_inactive                         PASİF
object_cctv_moremonitors                Daha fazla CCTV Ekranı kur
object_cctvmonitor_needsguards          Ekran'ı İdare Etmek için Koruma Gerek
object_processor_blocked                Çalışma Noktasına Erişilemiyor

administrator_requiresoffice            Ofis Gerekiyor
administrator_requiresoffice_2          *X Ofis Gerektiriyor
office_ownership                        *X Personel Ofisi

teacher_teaching                        Öğretiliyor
teacher_preparing                       Hazırlanıyor

prisoner_assignedto                     *X Gerektiriyor
prisoner_roomquality                    Hücre Kalitesi: *X (*Y)
prisoner_roomquality_average            Ortalama
prisoner_roomquality_aboveaverage       Ortalamanın üstü
prisoner_roomquality_wayaboveaverage    Ortalamanın çok üstü
prisoner_roomquality_belowaverage       Ortalamanın altı
prisoner_roomquality_waybelowaverage    Ortalamanın çok altı
prisoner_attendance                     Katılım
prisoner_concentration                  Yoğunlaşma
prisoner_understanding                  Anlaşılma
prisoner_concentration_0                Berbat
prisoner_concentration_1                Kötü
prisoner_concentration_2                Yeterli
prisoner_concentration_3                İyi
prisoner_concentration_4                Mükemmel
prisoner_passchance                     Başarı Şansı: *X%
prisoner_informant                      Köstebek

prisoner_dayswithoutincident            *X gün olaysız geçti
prisoner_availablemoney                 Para : $*X

informant_title                         KÖSTEBEK
informant_coverage						KAPSAMA
informant_suspicion						ŞÜPHE SEVİYESİ
informant_status						DURUM
informant_none                          Kayıtlarda hiç köstebeğiniz yok
informant_hint                          (Recruit Prisoners under Duress - eg in Solitary)
informant_recruitable                   (Potansiyel Köstebek)
informant_target                        Hedef
informant_dead                          ÖLÜ
informant_released                      Tahliye Edilmiş
informant_coverblown                    FOYASI MEYDANA ÇIKTI
informant_activate                      Etkinleştir
informant_deactivate                    Etkisizleştir
informant_idle                          Boşta
informant_onroute                       Yolda...
informant_active                        Etkin
informant_coveragecaps                  KAPSAMA *X%


contraband_owner                        Sahip: *X
contraband_ownerunknown                 Sahip Bilinmiyor
contraband_stolenfrom                   *X adlı kişiden , *Y saat önce çalındı
contraband_smuggledthrough              *X vasıtasıyla, *Y saat önce sokuldu
contraband_smuggledin                   *Y saat önce, mahkumlar tarafında sokuldu
contraband_type                         Tür: *X
contraband_tradevalue_title             Toptan fiyatlar
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Tükenmiş
staff_tired                             Yorgun
staff_pissedoff							Sinirlenmiş
staff_onstrike                          Grevde
staff_needsrest                         Personal Yalnızca Personellere ait bir odada dinlenmeyi tercih ediyor.

dog_needskennel                         Köpeklerin uyuması için Kulübeye ihtiyaçları var.

doctor_requireinfirmary                 Revire ihtiyacı var

entity_carryingequipment                *X Taşıyor
entity_carryingkeys                     Anahtar Taşıyor
entity_carryingstaffkeys                Personel Anahtarı Taşıyor
entity_wearingarmour                    *X giyiyor

reports_schedule                        Bütün Programları Tekrar Zamanla
reports_edit                            Zamanlamayı Düzenle
reports_bankloan                        Banka Borcu
reports_increaseloan                    Arttır
reports_decreaseloan                    Azalt
reports_unlockbankloans                 Muhasebeci Tarafından Açıldı

drugs_heroin                            Eroin
drugs_cocaine                           Kokain

#                                       Örn "Bob'un Annesi"
visitor_relationship                    *X adlı kişinin *Y
visitor_age                             Yaş : *X

family_wife                             Eş
family_exwife                           Eski Eş
family_girlfriend                       Kız Arkadaş
family_son                              Oğlan
family_daughter                         Kız Evlat
family_mother                           Anne
family_father                           Baba
family_brother                          Erkek Kardeş
family_sister                           Kız Kardeş
family_lawyer                           Avukat
family_priest                           Rahip
family_victims                          Mağdur'un Ailesi
family_caption                          Aile: 
family_none                             Yok
family_husband                          Eş
family_exhusband                        Eski Eş
family_boyfriend                        Erkek Arkadaş

damage_dead                             Ölü
damage_unconscious                      Baygın
damage_serious                          Ciddi Yaralı
damage_injured                          Yaralı
damage_amount                           *X% Hasarlı

message_autosaving                      Otomatik Kaydediliyor...

buildtoolbar_entersearchterm            arama terimini girin...

deploymentscheduler_title               KONUŞLANDIRMA ZAMANLAYICI
deploymentscheduler_patrolonly          [Yalnızca *X zamanla ]
deploymentscheduler_schedulenow         ŞİMDİ Konuşlandırma gösteriliyor
deploymentscheduler_scheduletime        *X.00 - *Y.00 için konuşlandırma gösteriliyor
supplyanddemand_supplyheader            ARZ
supplyanddemand_demandheader            TALEP

tooltip_multipleobjects                 TAB: Nesneler Arasında Geçiş
remotedoor_noservo                      Çalışır durumda olan bir otomat olmadığı sürece Kapalı Devre Kapı açılmayacak.

targettingfood_prisonersassigned        Mahkumlar Atandı : *X
targettingfood_predicteddemand          = TAHMİNİ TALEP =
targettingfood_demand                   *X TALEP
targettingfood_supply                   *X (+*Y) ARZ
targettingfood_prisoners                mahkumlar
targettingfood_required                 Gerekli yemekler : *X
targettingfood_ready                    Hazır yemekler : *X
targettingfood_cooked                   Pişirilen Yemekler : *X

roomgrading                             Oda Derecelendirmesi
roomgrading_cell_roomsize               [*E] Oda boyutu en az *X Metrekare
roomgrading_cell_cleanliness            [*E] Temizlik *X% değerinden yukarda
roomgrading_cell_outsidewindow          [*E]*Y Dış Pencere
roomgrading_cell_item                   [*E] Eşya : *X

roomgrading_dormitory_roomsize          [*E] Oda boyutu mahkum başına en az *X Metrekare
roomgrading_dormitory_cleanliness       [*E] Temizlik *X% değerinden yukarda
roomgrading_dormitory_outsidewindow     [*E] 8 Mahkum Başına Düşen *Y Dış Pencere 
roomgrading_dormitory_item              [*E] Eşya : 4 mahkum başına *X 

roomgrading_sharedcell_roomsize          [*E] Oda boyutu mahkum başına en az *X Metrekare
roomgrading_sharedcell_cleanliness       [*E] Temizlik *X% değerinden yukarda
roomgrading_sharedcell_outsidewindow     [*E] *Y Dış Pencere
roomgrading_sharedcell_item              [*E] Eşya : 4 Mahkum başına *X

roomgrading_result                      Derece *X/*Y
roomgrading_currentoccupant             Sakin *X ile derecelendirildi
roomgrading_unoccupied                  Boş
roomgrading_shared_occupuants           Şimdiki sakinleri: *X / *Y

weathermap_temperature_title            Sıcaklık
weathermap_temperature_text             *CC / *FF
weathermap_temperature_c                *CC
weathermap_temperature_f                *FF

roomerror_nokitchen                     Bu yemekhaneye yiyecek yollayabilecek mevcut bir mutfak bulunmuyor
roomerror_noprisoners                   Bu yemekhanede zıkkımlanacak mahkumlar atanmadı
roomerror_nocanteen_cells               There are no canteens accessible by this cell. Prisoners in this cell will have nowhere to eat
roomerror_nocanteen_kitchen             There are no canteens accessible by this kitchen. It will not cook any food for meal time

ceos_letter                             Dear Sir/Madam,\n\n\nCongratulations on completing your basic induction - you are now a fully qualified Prison Architect!  Soon you'll be designing, building and running your own prisons starting from nothing but an empty plot of land and a few stacks of bricks.  Before you get started, I thought I might share some important lessons with you.\n\n1. Every prison needs a Warden - he should be one of your first hires.  Build him a nice office and he'll open up a whole range of advanced facilities via the bureaucracy system.\n\n2. Individual jail cells are expensive, especially early on when funds are very tight.  Save money by starting with a single large Holding Cell, which can be shared between many prisoners at once.\n\n3. Get your Kitchen and Canteen up and running before the first prisoners show up, and be sure to hire some Cooks - nothing irritates a prisoner more than an empty stomach!\n\n4. Building a prison is an expensive undertaking, and you need to become a master of raising large volumes of money through grants and contracts. You can access these grants through the 'Reports' screens.\n\nThat's about everything - good luck!\n\nThe CEO,\nPrison Architects Corp.

quickbuild_basiccell                    Sıradan Hücre
quickbuild_solitarycell                 Tek Hücre
quickbuild_office                       Ofis
quickbuild_luxurycell                   Lüks Hücre
quickbuild_sharedcell                   Paylaşımlı Hücre
quickbuild_kitchen                      Mutfak
quickbuild_canteen                      Yemekhane
quickbuild_utilityroom                  Araç Gereç Odası
quickbuild_classroom                    Sınıf
quickbuild_commonroom                   Dinlenme Odası

season_current                          Geçerli Sezon: *X
season_spring                           İlkbahar
season_summer                           Yaz
season_autumn                           Sonbahar
season_winter                           Kış

weather_current                         Geçerli Hava Durumu: *X
weather_none                            Güneşli
weather_overcast                        Bulutlu
weather_rain                            Yağmurlu
weather_snow                            Karlı
weather_heatwave                        Sıcak Dalgası
weather_torrentialrain                  Sağanak Yağmur

prisoner_cellerror_nonefree             Bu makhum için hiç boş hücre yok
prisoner_cellerror_toohighquality       Diğer bütün mevcut hücreler bu mahkum için fazla kaliteli
prisoner_cellerror_nosolitary           Bu mahkumun tek hücreye kapatılması gerekiyor, fakat hiç tek hücre bulunmuyor

group_all_staff                         Bütün Personel
staff_onbreak                           Molada
staff_onbreakremaining					Mıkada (*Xdk)
staff_breaktime                         Mola Saatleri :  

banner_tooltip                          Pankart'a tıklayarak @WarChildUK'i destekle
banner_donate_text                      2018 1. Dünya Savaşını bitiren ateşkesin 100. yılını temsil ediyor. Ancak savaştan etiklenen çocuk sayısı tarihte hiç olmadığı kadar fazla	\n\nWar Child UK ve Children in Conflict'e katılarak çocukları çevreleyen bu çekişmede, onlara daha iyi bir gelecek bırakmak için sen de bağış yap.
banner_donate_confirm                   Bağış Yap
banner_donate_cancel                    Şimdi Değil


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Bölüm *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Ölüm Makhumları

campaignchapter_deathrow_description    Bir tutuklunun tam zamanında belirlenmiş infazı için yapılması gereken bir infaz odası konusunda sözleşme aldık .

campaigncutscene_deathrowmurder         Çifte Cinayet
campaigncutscene_deathrowconfession     Günah Çıkarma

adviser_deathrow_murder1                Siz ikinizi burada yakalıyacağımı biliyordum.
adviser_deathrow_murder2                Edward! Ben...
adviser_deathrow_murder25               Çabalama.  çabalama... bile.
adviser_deathrow_murder3                Aklından ne geçiyor?

adviser_deathrow_church1                Yardımcı olabilir miyim?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Bağışlanmayı mı arıyorsun?
adviser_deathrow_church3                Bilmiyorum. Bir şeyler yapmam gerek, yaptığım şeylerle yaşayamam.
adviser_deathrow_church4                Teslim olmak zorundasın. Her ne yaptıysan sonuçlarından artık kaçamazsın. 
adviser_deathrow_church5                Geçmişinle yüzleşmediğin sürece kendinle asla barışık olamazsın.
adviser_deathrow_church6                Geriye gitmek istiyorum. Onu bağışlamayı, onun da beni bağışlamasını istiyorum.
adviser_deathrow_church7                Ne yapmış olursan ol Tanrı'dan istediğin zaman o seni bağışlayacak. 
adviser_deathrow_church8                Ancak kanunun nazarında işlemiş olduğun suçların cevabını vermek zorundasın.  Başka bir yolu yok.

adviser_deathrowintro_1                 Bu seferki kaya gibi sert biri.
adviser_deathrowintro_2                 Bu tesiste çifte cinayetten hüküm giymiş ve infaz edilmek üzere yargılanmış bir mahkum yatıyor.  
adviser_deathrowintro_3                 İşte biz burada devreye giriyoruz.  Bu elemanın büyük günü için infaz odası inşa etmek üzere sözleşme yaptık.
adviser_deathrowintrob_1                İşte burası yeni tesisin kurulmasını istediğim yer.
adviser_deathrowintrob_2                Her projede olduğu gibi bu projede de ilk yapmamız gereken adım yapının kendisini inşa etmek - ve tabii ki infaz odası ve nezarethane için yeterli boşluk da.
adviser_deathrowintrob_3                O zaman hadi başlayalım.  Buraya yeni bir yapı inşa et.

adviser_deathrow_explain1               Your Workmen are responsible for the construction of buildings.
adviser_deathrow_explain2               They'll collect the steel and concrete from this store room and take it to the construction site.
adviser_deathrow_explain3               They'll use those raw materials to build the foundations and framework of your new building.
adviser_deathrow_explain4               This is the slowest part of construction, so you should plan ahead when building new facilities.
adviser_deathrow_explain5               While we wait, take a look around.  Use WASD or the arrow keys to move around, and use the mouse wheel to zoom in and out.

objective_deathrow_building             Construct a building to house the Execution Facility

adviser_deathrow_buildinside1           We will also need an entrance to the new Execution Facility.
adviser_deathrow_buildinside2           Build a Large Jail Door into the south wall.

objective_deathrow_buildouterdoor       Build a Large Jail Door entrance

adviser_deathrow_internalwalls1          Inside the building I want a Cell and an Execution Room.
adviser_deathrow_internalwalls2          Partition the space by constructing some Brick Walls.

objective_deathrow_buildinternalwalls   Build internal walls

adviser_deathrow_internaldoors1          Now add Large Jail Doors to those dividing walls.
adviser_deathrow_internaldoors2          You can rotate an object before placement by clicking the middle mouse button (or press R).

objective_deathrow_buildinternaldoors   Build internal doors (Middle Click or press R to rotate an object)

adviser_deathrow_designation1           That's looking good.  We now need to designate Rooms within those spaces.
adviser_deathrow_designation2           Designate a Cell in the smaller area where our condemned inmate will live.
adviser_deathrow_designation3           Then designate the Execution Room itself in the larger area.

objective_deathrow_designatecell        Designate a Cell
objective_deathrow_designateexecution   Designate an Execution Room

adviser_deathrow_roomrequirements1      Those new Rooms have requirements before they become functional.  
adviser_deathrow_roomrequirements2      The Cell needs a Bed and a Toilet.
adviser_deathrow_roomrequirements3      The Execution Room requires the Electric Chair.

objective_deathrow_cellobjects1         Build a Bed
objective_deathrow_cellobjects2         Build a Toilet
objective_deathrow_executionobjects     Build an Electric Chair

adviser_deathrow_optional1              That's the essentials taken care of.  But there are still a few improvements you could make.
adviser_deathrow_optional2              It's up to you though, these aren't strictly required.  It depends how much you care about your prisoners and their environment.
adviser_deathrow_optional3              The Cell itself could be improved with an outward facing Window, and a small Bookshelf.  
adviser_deathrow_optional4              And the facility would look better with a higher quality floor material - like Wooden Floorboards or Mosaic Tiles.
adviser_deathrow_optional5              Outside you could add some lighting, and a paved pathway if you think it needs it.

adviser_deathrow_transfer05             This is the man in question, Edward Romsey.  A teacher once, would you believe.
adviser_deathrow_transfer06             It's not our place to decide if he deserves this.  The Law has made that decision.  We're just here to do a job.
adviser_deathrow_transfer1              Once you are satisfied the facility is ready, you can begin the Prisoner Transfer to his new cell.
adviser_deathrow_transfer2              Simply click on the polaroid in his cell to initiate the transfer.

objective_deathrow_path                 (OPTIONAL) Build a Path to the new facility
objective_deathrow_window               (OPTIONAL) Add a Window to the Cell
objective_deathrow_bookshelf            (OPTIONAL) Add a Bookshelf to the Cell
objective_deathrow_flooring             (OPTIONAL) Redo the flooring with higher quality materials
objective_deathrow_outerlights          (OPTIONAL) Create some outdoor lighting around the facility
objective_deathrow_transferinmate       When you are done, begin the Prisoner Transfer by clicking on the polaroid in Edward's cell.

adviser_deathrow_setupmurder1           Don't shed one tear for this guy.  He's a stone cold killer, guilty as charged. 
adviser_deathrow_setupmurder2           He even confessed.  Wanna hear his description of what he did?  
adviser_deathrow_setupmurder3           It's juicy stuff.  "It was around 11pm.  The lights were already on.  I knew she was home..."
adviser_deathrow_postmurder1            Like I said, a stone cold killer.
adviser_deathrow_postmurder2            Clear as day if you ask me.  Deserves every volt he's gonna get.
adviser_deathrow_postmurder3            All men deserve forgiveness, even him. Are you so sure in yourself that you can deal out such final judgement?
adviser_deathrow_postmurder4            Catching your wife with another man is no excuse for what he did. 
adviser_deathrow_postmurder5            And he went there with a loaded gun, knowing he'd find them together. That's double pre-meditated murder.
adviser_deathrow_postmurder6            He's done nothing but co-operate with the authorities. This state is making an example of him. 
adviser_deathrow_postmurder7            If he'd committed his crime 100 miles north he'd be looking at life imprisonment instead. How is that justice?
adviser_deathrow_postmurder8            Do you want a guy like this running free? I'll sleep just fine at night when I know he's gone.
           

adviser_deathrowelectricity_1           Good work so far.
adviser_deathrowelectricity_2           However there is one problem - the execution room isn't functioning yet, because it doesn't have any power.
adviser_deathrowelectricity_3           We need to connect it to the electrical supply.

adviser_deathrowelectricityb_1          We are now viewing the prison in Utilities mode, which shows us the electrical wiring layout for the entire prison. 
adviser_deathrowelectricityb_2          Each building in the prison is connected to the Power Grid by these thick underground electrical cables.  
adviser_deathrowelectricityb_3          Power is provided to the prison by this substation, which draws electricity from the national grid.
adviser_deathrowelectricityb_4          As you can see, this entire wing of prison cells is without power.  All of the lights are out.
adviser_deathrowelectricityb_4b         To fix this problem, we first need to switch into Utilities mode to understand why the lights are without power.
adviser_deathrowelectricityb_5          The nearest electrical cables are too far away - our engineers can't complete the wiring for this area.
adviser_deathrowelectricityb_6          Extend the electrical cables nearby to cover this wing of the prison.

objective_deathrow_cellpower            Connect the rooms to the Electrical Supply

adviser_deathrow_connectchair_1         Lights aren't the only thing that needs power.  Your new Electric Chair does too.
adviser_deathrow_connectchair_2         Use the Power Cables to connect the execution facility to the power grid.
adviser_deathrow_connectchair_3         The Electric Chair itself is a special type of electrical item.  It requires its own dedicated power line. You'll need to connect it up directly with mains cables.

objective_deathrow_chairpower           Connect the Electric Chair to the Electrical Supply
objective_deathrow_condemnedcellpower   Connect the Cell to the Electrical Supply

adviser_deathrow_testchair_1            We are almost done I think.  We should test the new Execution room at least once before we try to use it though.
adviser_deathrow_testchair_2            I'm just going to turn it on for a few seconds, make sure everything is ok.
adviser_deathrow_testchair_3            Well, that didn't work.  Looks like we drew too much power, and tripped a circuit breaker in the power station.  The whole prison is dark.
adviser_deathrow_testchair_4            We're going to need more juice to be able to handle the power spike that the electric chair generates.
adviser_deathrow_testchair_5            First, we need to turn the power back on.   This is a two step process:
adviser_deathrow_testchair_5b           Switch the power station back on by clicking on it, and selecting Switch On in the menu that appears.
adviser_deathrow_testchair_6            Then build three more capacitors so we have enough Power Capacity to handle the electric chair.
adviser_deathrow_testchair_7            Once you've done that, test the Electric chair again by clicking on it and selecting Switch On in the menu.

objective_deathrow_poweron              Turn the Power Station back on. (Click the power station, then select Switch On from the menu)
objective_deathrow_expandpower          Expand the power station with three new Capacitors
objective_deathrow_chairworking         Test the chair again (click on it, and select Switch On)

adviser_deathrow_execution_1            Well done.  I believe we are finished with this job.
adviser_deathrow_execution_2            What happens now is out of our hands.  We did a professional job, and that's important in our business.
adviser_deathrow_execution_3            Try not to worry about what happens next.  

adviser_deathrow_setupexecution1        It is time, Edward. 
adviser_deathrow_setupexecution2        You have done the right thing, even though this world will not forgive you for it.
adviser_deathrow_setupexecution3        You will be with God soon, and He will have the final judgement on you.

adviser_deathrow_setupexecution4        Edward Romsey.  You have been found guilty of two counts of murder in the first degree.
adviser_deathrow_setupexecution5        The penalty is death.  
adviser_deathrow_setupexecution6        Do you have anything to say?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        I'm sorry.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Sale of previous prison
finance_cost_equiptazer                 Equipment: Tazer
finance_cost_equipbodyarmour            Equipment: Body Armour
finance_cost_exports                    Exports
finance_cost_foundations                Building Foundations
finance_cost_cashflow                   Cashflow
finance_cost_bankloan                   Bank Loan
finance_cost_bankloan_repayment         Bank Loan Repayment
finance_cost_sharesale                  Share Sale
finance_cost_sharepurchase              Share Purchase
finance_cost_grantadvance               Grant Advance
finance_cost_grantcompletion            Grant Completion Payment
finance_cost_reformprogram              Reform Program Session
finance_cost_repair                     Repair
finance_cost_sellobject                 Sell Object
finance_cost_landpurchase               Land Purchase
finance_cost_prisonerintake             Prisoner Intake
finance_cost_grantcancellation          Cancellation Costs
finance_cost_grantrefund                - Repayment: *X
finance_cost_grantfine                  - Fine: *X
finance_cost_executionfine              Improper Execution Fine
finance_cost_executioncompensation      Execution Compensation
finance_cost_shopintake                 Shop Intake
finance_cost_prisonerwages              Prisoner Wages 
finance_cost_fine                       Fine
finance_cost_shopcommission             Shop Sales Commission


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_10							>>>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                am
clock_pm                                pm

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  A power surge has caused our generator to overload and catch fire!
event_powerstationfire_x                A power surge has caused a catastrophic overload in our generator, and the whole thing has exploded!
event_powerstationfirelarge             A power surge has caused our generator to overload and catch fire!
event_powerstationfirelarge_x           A power surge has caused a catastrophic overload in our generator, and the whole thing has exploded!
event_kitchenfire                       A fire has started in the kitchen!
event_waterpipeburst                    A water pipe has burst and is flooding the area. Fix it before the damage becomes too severe.
event_bulkintake                        A disaster at a nearby prison has rendered a whole section of the facility unusable. We have no choice but to transfer the prisoners there to your prison, as there are no other suitable facilities nearby. They will be arriving soon.
event_workshopaccident                  A prisoner has been seriously wounded in a workshop accident, and can't be moved! Send a doctor, quickly!
event_subsidence                        Subsidence of the land has destroyed a section of our outer wall. You should have it repaired, immediately! 
event_earthquake                        A local earthquake has caused a section of the prison to collapse! 
event_virus                             We've been getting reports of sickness from a number of prisoners. It might be worth identifying and quarantining the infected to stop it from spreading. 
event_virus_x                           We've been getting reports of sickness from a number of prisoners, and the symptoms seem quite severe. You should consider quarantining the sick and treating them before it spreads too far. 
event_treefire                          A fire has started in our forestry!
event_foodpoisoning                     We've been getting reports of food poisoning amongst the prisoners. Some of the food in the kitchen must have spoiled. Unfortunately for the sick, there isn't much to do but to wait it out.
event_cilistleak                        We don't know how, but the identities of our confidential informants have got out. If we don't move them somewhere save straight away, they are going to be in real danger.
event_keysersoze                        A recent high-profile gang case has implicated one of our Minimum Security prisoners as a high ranking gang leader. They've remained under the radar, but now everyone knows who they are...
event_preacherconversion                One of our more charismatic inmates has become something of a religious evangelist, and others seem to be coming around to their way of thinking. Not a necessarily a problem, but our prisoners may soon have more spiritual needs.

event_massassassination_1               The identities of a number of witnesses in a federal prosecution case have been leaked, and some of them are inmates in our prison.
event_massassassination_2               Hits have been taken out on them, but we need them alive. You need to identify the prisoners and keep them in one piece until their court date comes up.
event_massassassination_3_x             We're learning about this late, so you don't have much time before these hits go live. 

event_tvremovaldemand_1                 The media have started a campaign over the amenities granted to prisoners, and it's bringing a lot of heat on my office.
event_tvremovaldemand_2                 I'm passing a bill which bans TVs in common areas in prisons, so I need you to remove all TVs from your common rooms or you will be fined. You have 6 hours.
event_tvremovaldemand_fine              You've failed to remove TVs from your common rooms, which is now required by law. You've been fined, and will continue to receive fines until you comply. 
event_tvremovaldemand_complete          The media have moved on to something else and the bill banning TVs from common areas has been repealed. Feel free to re-install them if you wish.

event_weightsremovaldemand_1            The media have started a campaign over the amenities granted to prisoners, and it's brining a lot of heat on my office.
event_weightsremovaldemand_2            I'm passing a bill which bans exercise equipment in prison yards, so I need you to remove all Weights Benches from your Yards or you will be fined. You have 6 hours.
event_weightsremovaldemand_fine         You've failed to remove all Weights Benches from your yards, which is now required by law. You've been fined, and will continue to receive fines until you comply. 
event_weightsremovaldemand_complete     The media have moved on to something else and the bill banning weights benches from yards has been repealed. Feel free to re-install them if you wish.

event_lessfooddemand_1                  The board has decided to experiment with a number of cost-saving measures across our facilities, and your prison is being included.
event_lessfooddemand_2                  We need you to reduce the meal quantity and meal variation policies in your prison to low, so we can see what effect this has on overall budgets.
event_lessfooddemand_fine               Since you've decided not to implement the new food policies we've asked for, we're going to take the potential savings directly from your funds. This will continue to happen until you do as I've asked.
event_lessfooddemand_complete           The food budget experiment is over and the results are inconclusive. You are free to set your food policies back to whatever you wish.

event_removevisitationdemand_1          An incident at another facility has highlighted potential issues with security checks when it comes to family visitation in prisons.
event_removevisitationdemand_2          Until the processes can be properly reviewed, all visitation must be suspended. You have 12 hours to remove all Visitation rooms from your prison.
event_removevisitationdemand_fine       You have failed to remove the Visitation rooms from your prison, despite the current security issues. You've been fined, and will continue to be fined until you comply. 
event_removevisitationdemand_complete   We've completed our security review of the visitation process, and Visitation rooms can now be re-added to your prison if you choose. 

event_lessworkdemand_1                  I've just received word that the prisoners are unhappy with how much time they have to work during the day, and are planning to cause trouble if it isn't reduced.
event_lessworkdemand_2                  A guard overheard someone say that if they had to work for more than 2 hours they were going to "tear this place apart."
event_lessworkdemand_ignore             It looks like the prisoners have given up and settled down. They aren't happy about it, but it's good to show them who's boss around here.
event_lessworkdemand_complete           The prisoners have settled down about their work hours now - I guess they saw the last few days as something of a vacation. We can put them back to work without trouble.       

event_moresleepdemand_1                 We've received complaints that the prisoners aren't allowed to sleep enough, and are getting very irritable about it.
event_moresleepdemand_2                 They've said that if they aren't given at least 7 hours of sleep a night, they are going to start causing trouble. 
event_moresleepdemand_ignore            Looks like the prisoners have finally run out of steam and given up their protests about lack of sleep. Guess they were too tired.
event_moresleepdemand_complete          The whole issue with the prisoners' sleep schedules has finally blown over, so you can change them again without issue if you want.

event_morefreetimedemand_1              The prisoners are apparently unhappy with how little free time they have in their daily schedules.
event_morefreetimedemand_2              The guards have been hearing whispers that if things don't change soon, the prisoners are going to start causing some damage.
event_morefreetimedemand_ignore         The prisoners have settled down and stopped causing trouble over their lack of free time. Maybe they realised they'd have even less if they are always in solitary.
event_morefreetimedemand_complete       The prisoners demands for more free time have been indulged for long enough, so you can feel free to change their schedule again as you wish.

event_contrabandsurge_complete          We've just discovered that one of the teachers we bring in for the inmates classes has been smuggling in huge amounts of contraband. They've been fired, but the damage has been done at this point.
event_corruptingspiritualist_complete	One of the spiritual leaders we bring in for our religious programs has been riling up the inmates with all kinds of hateful speech. They've been fired, but the prisoners will take some time to cool down.

event_agitatingradio_1                  According to some of our Guards, a new radio host on the station the prisoners listen to has been saying a lot of things that are riling the inmates up.
event_agitatingradio_2                  It might be worth removing the radios for the time being, unless they start to take what he's saying seriously.
event_agitatingradio_complete           That radio host was apparently fired after a lot of complaints. There shouldn't be any more problems with radios in the prison.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake                    Incoming Prisoners
objective_tvremovaldemand               Remove TVs from Common Rooms
objective_tvremovaldemand_child         Ensure there are no TVs in Common Rooms
objective_weightsremovaldemand          Remove Weights Benches from Yards
objective_weightsremovaldemand_child    Ensure there are no Weights Benches in Yards
objective_lessfooddemand                Reduce Meal Quantity and Variation to Low
objective_lessfooddemand_child          Change the prisoners meal quantity and meal variation policies to low
objective_removevisitationdemand        Remove All Visitation Rooms
objective_removevisitationdemand_child  Ensure no visitation rooms in the prison until the security review is complete
